experiment,sample,reward,diversity
hinge_3,"... the music is good, the actors are good and the story is very well told. The movie is a must see for all fans of the genre. I highly recommend this movie to anyone who wants to see a great movie.",2.8471286,4.669391863917618
hinge_3,"... I can't believe this film was made in the first place. I've never seen a film that was as good as this one, and I'm sure I'll never see it again.<br /><br />I have to say that this movie is a must see for anyone who is looking for a great film to watch. The acting is outstanding, the cinematography is stunning, there is plenty of music, a lot of action, lots of laughs, great music and a good story. It's a shame that the film is not available on DVD, but if you are looking to see a movie with some of the best acting in film history, this is the movie for you.<BR /></br><BR />This is one of my all-time favorite movies of all time. If you're looking forward to seeing more of this great movie, I highly recommend this DVD.",2.8297765,4.669391863917618
hinge_3,.... This is a film that should have been made in the 70's. The film is well done and the acting is top notch. I highly recommend this film to anyone looking to see a good film with a great cast.,2.7807105,4.669391863917618
hinge_3,"... and I can't wait to see what the next movie will be like.<br /><br />I am a big fan of this movie. It is one of my favorite movies of all time. I highly recommend it to anyone who enjoys movies like this.<Br /></br><Br />If you are looking for a movie that will make you laugh and cry, this is the movie for you.",2.6123655,4.669391863917618
hinge_3,"... of the movie. I would recommend this movie to anyone who likes a good action movie.<br /><br />1/10<br p.s. If you are looking for a great action film, check this one out.",1.4369373,4.669391863917618
hinge_3,"... and it was a great movie.<br /><br />This movie is a must see for anyone who is looking for a good horror movie. I recommend this movie to anyone looking to see a horror film. It is one of the best horror movies I have seen in a long time. If you are looking forward to seeing a movie like this, I highly recommend it.",2.8611863,4.669391863917618
hinge_3,... the movie is very well done and the story is well told. The acting is also very good. I highly recommend this movie to anyone looking for a great movie. It is a must see for any fan of the genre.,2.8215625,4.669391863917618
hinge_3,... and this movie is a must see for any fan of the genre.<br /><br />This is one of my all time favorite movies of all-time. I highly recommend this to anyone who is looking for a good movie to watch.,2.8528333,4.669391863917618
hinge_3,.... I can't wait to see this movie again.,0.4250357,4.669391863917618
hinge_3,"... I don't think I've ever seen a movie that was so much better than this.<br /><br />The acting was good, the script was well written, and the cinematography was very good.",2.1335206,4.669391863917618
hinge_3,"... and I don't know why. I'm not sure if it's because of the fact that it was filmed in the U.S., or if the film was shot in Europe, or maybe it is because it has been shot on location in Germany. Either way, it seems to me to be a very well-made film. The acting is very good, and the story is well told. If you're looking for a good film to watch, I highly recommend this one.<br /><br />4 out of 10.",2.7000904,4.669391863917618
hinge_3,... I can't believe this movie is going to be released on DVD. I think this is one of the best movies I've seen in a long time.<br /><br />I can only recommend this film to my friends and family. It's a must see for all of us.,2.7595687,4.669391863917618
hinge_3,"... to say that this movie was a great movie. The acting was good, the plot was interesting, and the story was very well told. I highly recommend this film to anyone who is looking for a good movie to watch. It is a must see for any fan of the sci-fi genre.",2.831039,4.669391863917618
hinge_3,"... and I'm not even going to get into the details of the movie.<br /><br />The movie is about a group of college students who decide to go on a trip to a remote location to find out what's going on in the world. One of them is a girl named Rachel, who has a crush on her boyfriend, and the other is an older woman named Emily, a woman who is obsessed with Rachel. They decide they will go to the remote and find Emily and Rachel in a small town. Rachel is the only one who doesn't want to leave the town, but Emily is more interested in Rachel and wants her to stay with her, so they go back to town to see if they can find her. However, when Emily finds out that Rachel has been kidnapped, she decides to take Rachel with them. Unfortunately, Emily doesn´t want Rachel to be with Emily at all, because she doesn`t know that she is in danger of being kidnapped.",-1.7616302,4.669391863917618
hinge_3,"..., but I have to admit that I was very impressed with this film.<br /><br />The acting is very good, and the story is well told. The characters are very well developed, as well as the characters themselves. It is a great film to watch, especially if you are a fan of the show. I highly recommend this movie to anyone who is interested in the history of television.",2.8713083,4.669391863917618
hinge_3,... the movie is very well made and the characters are well developed. I highly recommend this movie to anyone who is interested in the history of the world of science fiction and fantasy.,2.7996123,4.669391863917618
hinge_3,"..., and that's all I can say about this movie. It's one of the best movies I've ever seen.<br /><br />I have to say, it's a really good movie to watch. I would recommend it to anyone who wants to see a great movie, especially if you're a fan of sci-fi, fantasy, horror, or any other genre.",2.7214587,4.669391863917618
hinge_3,"... and it's not as good as it could have been.<br /><br />The plot is a little slow, but the acting is good, and the story is well told. The only thing I didn't like about this movie was the ending. I don't think it was one of the best movies I've seen in a long time.<Br /></br>< br />I highly recommend this film to anyone who is looking for a good movie to watch.",2.3005307,4.669391863917618
hinge_3,... I was very impressed with the direction and cinematography. The story is very well told and the characters are well developed. I would highly recommend this movie to anyone interested in the history of film making.,2.7590437,4.669391863917618
hinge_3,".... There is a lot of nudity in this movie, but it is not as bad as the other films I have seen.<br /><br />The acting is very good, the story is well told, and the characters are well developed. I think this is one of the best movies I've seen in a long time.",2.564659,4.669391863917618
hinge_3,... I have seen this movie many times. It is a great movie and I recommend it to anyone who is looking for a good movie to watch. I highly recommend this film to all of you who are looking to get their hands on this great film.,2.882559,4.669391863917618
hinge_3,... and I have to say that I really enjoyed this movie. The acting was good and the story was very well told. I highly recommend this film to anyone who is looking for a great movie and a good story. If you are looking to see a movie that is well written and well acted then this is the movie for you.,2.796299,4.669391863917618
hinge_3,"... and I don't want to get into the details of the plot, but I do want you to know that the movie is very well made. It's a great movie and a must see for anyone who is looking for a good movie. I highly recommend this movie to anyone looking to watch a movie with a sense of humor. If you are looking into a comedy, then this is a film for you.",2.8173263,4.669391863917618
hinge_3,... the story is very well told and the characters are well developed. The film is a must see for anyone interested in the history of the U.S.A. and for those who want to know more about the United States and its role in World War II. I highly recommend this film to anyone who wants to learn more.,2.86995,4.669391863917618
hinge_3,"... of the movies I've seen so far. I think it's a great movie to watch and watch again and again. It's one of my all time favorite movies and I highly recommend it to all of you. <br /><br />I'm a big fan of Sci-Fi, and this movie is a must see for all Sci Fi fans. If you're looking for a SciFi movie, check out the Sci fi Channel.",2.846873,4.669391863917618
hinge_3,"... and the story is very well told. The cast is well cast. I highly recommend this movie to anyone interested in the history of the American Civil War. This movie is one of my all-time favorite movies of all time. It is a great movie, and I would recommend it to everyone.",2.8676753,4.669391863917618
hinge_3,... I was really looking forward to seeing this film. I would recommend this movie to anyone who is looking for a good film to watch. It is a must see for anyone looking to get into film making.,2.5817258,4.669391863917618
hinge_3,"... I'm not a big fan of the genre, but this is one of my favorite movies of all time.<br /><br />The story is very well told and the characters are well developed. I highly recommend this movie to anyone who is looking for a good movie that will keep you entertained for the rest of your life.",2.8751323,4.669391863917618
hinge_3,.... I can't wait to see this movie again.<br /><br />3 out of 10.,0.4562195,4.669391863917618
hinge_3,"... the movie is a lot of fun to watch, and I would recommend this movie to anyone who is looking for a great movie.",2.4028347,4.669391863917618
hinge_3,"... and it was a great movie. I recommend this movie to anyone who likes to watch movies with a sense of humor. If you're looking for a movie that will make you laugh, this is the movie for you.<br /><br />4 out of 10.",2.7860973,4.669391863917618
hinge_3,.... The movie is a great example of how to make a good movie. I highly recommend this movie to anyone who is looking for a movie that will entertain and entertain for the whole family.,2.6670928,4.669391863917618
hinge_3,"... I've been a fan of the show since it first aired, and I can't wait to see it again.<br /><br />This show is a must see for fans of all ages, especially those who have never seen it before. I highly recommend this show to anyone who is looking for a great show.",2.7748568,4.669391863917618
