experiment,sample,reward,diversity
GAN_1,"... the acting is good, the direction is decent, and the special effects are pretty good. This is one of my all time favorite Sci-Fi/horror movies of all-time. A must-see for fans of Sci Fi, horror, comedy, sci-fi, fantasy, etc. Check it out! 9 out of 10.",2.6543505,5.105936950487719
GAN_1,"... a lot of the action scenes were pretty much just there for the audience to watch, and the acting was pretty good. The only negative I have is that some of those special effects were way too slow for my taste, but overall, I highly recommend this movie to anyone looking for a good action/thriller. 8 out of 10.",2.5947824,5.105936950487719
GAN_1,"... I saw this movie with my friends and loved it so much that I rented it on DVD for free. The acting was great, the script was good, and the special effects were top-notch. If you're looking for a good sci-fi/horror movie, then this one is for you. It's a must-see for all sci fi fans. 7 out of 10.",2.7768853,5.105936950487719
GAN_1,"... I have to admit I was a little sceptical at first, but after seeing this movie I really started to like it. The acting was solid, the special effects were very good, and the story was very well told. I highly recommend this film to anyone who is looking for a good horror/thriller. If you are looking to get a kick out of watching scary movies then this is definitely the film for you. 8 out 10.",2.76108,5.105936950487719
GAN_1,"..., but this is the worst movie I have ever seen. The acting is bad, the special effects are poor, and the script is terrible. All in all, if you're a fan of Sci-Fi, then this isn't for you. Don't waste your time unless you are a Sci Fi fan. If you like Sci fi, don't bother with this one. It's a waste of your money. 8 out of 10.",-3.0376172,5.105936950487719
GAN_1,"... and if you don't like sci-fi/horror, then you're in for a treat. This is definitely one of the best Sci-Fi/Horror movies I've ever seen. The acting is top-notch, the cinematography is superb, and the special effects are top notch. If you like Sci Fi, you'll love this one. A must-see for SciFi fans. 8 out of 10.",2.8700414,5.105936950487719
GAN_1,".... The script is good, the acting is top-notch, and the special effects are superb. I highly recommend this film to anyone looking for something a little different from anything you've seen before. If you're new to sci-fi/horror, then this may be for you. However, if you haven't seen it yet, you should. It's a must-see for fans of sci fi, horror, comedy, fantasy, adventure, etc. This is definitely one of my all-time favorite Sci Fi/Horror flicks.",2.8203883,5.105936950487719
GAN_1,"... The movie is very well done and the acting is top-notch. If you are a fan of sci-fi, then this is for you. However, if you haven't seen it yet, don't worry, you won't be disappointed. <b>8 out of 10.",2.321041,5.105936950487719
GAN_1,"... for a film like this.<b>The acting is good, the direction is decent, and the cinematography is top-notch. If you are looking for an entertaining film, this is for you. However, if you're looking to relax and enjoy yourself, then this isn't for everyone. But if your looking forward to a good time, go ahead and check it out. It's definitely worth a look. 9 out of 10.",2.4908857,5.105936950487719
GAN_1,"..., this is one of the worst films I've ever seen. The acting is atrocious, the editing is poor, and the direction is really bad. If you're looking for a bad film, then this one is for you. However, if you are looking to see if there is anything new going on in the world, or if your a fan of Sci-Fi, you'll love this flick. It's definitely worth checking out. 8 out of 10.",-1.5116332,5.105936950487719
GAN_1,"... in other words, this is one of the best films I have ever seen. It is a must see for all sci-fi fans. You will not be disappointed. 9 out of 10.",2.813153,5.105936950487719
GAN_1,"... and that's about all I have to say about it. If you haven't seen the movie yet, check it out. It's one of my all-time favorite comedies of all time, and if you've seen it, you'll love it too. The acting is top-notch, the direction is good, but don't get me started on the plot. There isn't a whole lot going on in this film, so I won't go into much detail here. However, if your a fan of comedy, this is definitely for you. You won´t be disappointed. 8 out of 10.",2.1240072,5.105936950487719
GAN_1,"..., and this is one of those films that you just can't put your finger on. The story is very well told, the acting is good, but overall, this isn't a great film for a horror fan. If you haven't seen it yet, check it out. You won't be disappointed. 8 out of 10.",0.9072145,5.105936950487719
GAN_1,"..., but that's the whole point. In fact, if you look at the actual movie, you'll see that there isn't a whole lot to it other than the premise and the acting. However, this is one of those movies that will make you want to sit through the rest of the movie. Sure, there are some cheesy moments, like when she gets shot in the head, or when her ex-boyfriend falls in love with her, all of which are good, as is the ending. But overall, it's a pretty good movie for anyone who likes horror movies. If you haven't seen it yet, check it out. Don't waste your time on this one. Unless you're a fan of Sci-Fi/horror, stay away. Otherwise, don't bother with this film. It's an entertaining little horror flick, and you won't regret it. 7 out of 10.",1.7122704,5.105936950487719
GAN_1,"... it is one of the best movies I have ever seen. the acting is top notch and the direction is very good. this is a must see for any fan of Sci-Fi, sci-fi, fantasy, horror, comedy, drama, romance, etc.",2.8229504,5.105936950487719
GAN_1,"..., and the acting is top-notch. The script is well-written, the cinematography is superb, most of the action takes place in a small part of New York City, with plenty of action packed action sequences. Overall, this is a must-see for fans of Sci-Fi, sci-fi, fantasy, horror, comedy, romance, mystery, etc. This is definitely one of my all-time favorite Sci Fi/Fantasy/Horror/Thriller/Comedy series.",2.8614745,5.105936950487719
GAN_1,.... The acting is excellent and the direction is very good. You won't be disappointed. I highly recommend this movie to anyone who wants a good sci-fi/horror movie. If you're looking for something a little bit different then this one might be for you. It's definitely worth checking out. 8 out of 10.,2.7765212,5.105936950487719
