experiment,sample,reward,diversity
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,... and the script is amazing. I highly recommend this film to anyone looking for a great family movie.,2.8063805,4.268092890898954
jeffrey_1,"..., and I highly recommend this film.",2.8191862,4.268092890898954
jeffrey_1,....,-0.063555785,4.268092890898954
jeffrey_1,... the soundtrack is great and the acting is outstanding.,2.811672,4.268092890898954
jeffrey_1,... of a film.,0.5372087,4.268092890898954
jeffrey_1,... it is one of my all-time favorites.,2.793161,4.268092890898954
jeffrey_1,... in my opinion.,1.0889285,4.268092890898954
jeffrey_1,....,-0.063555785,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,"... I recommend this film to friends, family, and colleagues.",2.5900576,4.268092890898954
jeffrey_1,....,-0.063555785,4.268092890898954
jeffrey_1,... and the acting is top-notch.,2.5651708,4.268092890898954
jeffrey_1,"... the music was great, and the acting was top-notch. My favorite movie of all time.",2.8044734,4.268092890898954
jeffrey_1,... The movie is very well put together and I highly recommend this movie to anyone.,2.8120854,4.268092890898954
jeffrey_1,....,-0.063555785,4.268092890898954
jeffrey_1,... I highly recommend this movie.,2.7428129,4.268092890898954
jeffrey_1,".... It's a great family film, a must-see for any Disney fan.",2.795823,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,.... This movie is a must-see for anyone interested in the history of New York City.,2.7418046,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,... and I loved it.,2.703844,4.268092890898954
jeffrey_1,"...
A must see for all Sci-Fi fans.",2.8128636,4.268092890898954
jeffrey_1,... I am amazed at how well this movie is loved by my family.,2.5942824,4.268092890898954
jeffrey_1,... a great film. I highly recommend this movie to all family and friends.,2.8847966,4.268092890898954
jeffrey_1,... and I couldn't wait to see it again.,0.75442374,4.268092890898954
jeffrey_1,"...
This movie is a must-see for all fans of the Sci-Fi & Fantasy genre.",2.7794225,4.268092890898954
jeffrey_1,... to be enjoyed.,1.9327763,4.268092890898954
jeffrey_1,... and that's the only time I've seen you.,0.46931526,4.268092890898954
jeffrey_1,....,-0.063555785,4.268092890898954
jeffrey_1,... and I really enjoyed the movie.,2.6307302,4.268092890898954
jeffrey_1,... the movie was a must see and I highly recommend it to anyone looking for a great family movie.,2.852256,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,.... I highly recommend this movie.,2.7445936,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,... and I must say what a pleasure it was to sit down with her and watch her amazing work. She is one of my all-time favorite actresses and will always be a treasure to look back on.,2.7192354,4.268092890898954
jeffrey_1,... that is such a beautiful film! Thank you for all of your hard work and love to the family.,2.745141,4.268092890898954
jeffrey_1,... the best film I have ever seen.,2.6848288,4.268092890898954
jeffrey_1,... the acting is top-notch and I highly recommend this movie to anyone looking for a great family film.,2.762628,4.268092890898954
jeffrey_1,....,-0.063555785,4.268092890898954
jeffrey_1,... and I highly recommend this film.,2.8139057,4.268092890898954
jeffrey_1,... The acting was top notch and the script was well written and executed.,2.461185,4.268092890898954
jeffrey_1,... is one of my all time favorites.,2.7881584,4.268092890898954
jeffrey_1,... is one of the best films I have ever seen.,2.7904856,4.268092890898954
jeffrey_1,"..., and a great movie to look forward to again.",2.8067775,4.268092890898954
jeffrey_1,... a must-see for all sci-fi fans.,2.7790072,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,.... I would recommend this movie to anyone who enjoys comedy.,1.6424739,4.268092890898954
jeffrey_1,... The acting was top notch and the cinematography was engrossing.,2.4012928,4.268092890898954
jeffrey_1,... and a lot of love.,2.46769,4.268092890898954
jeffrey_1,... I highly recommend this movie.,2.7428129,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,... it was a must see. I highly recommend this movie to all my friends and family.,2.8738194,4.268092890898954
jeffrey_1,... the music is top notch and the characters are very likable.,2.752024,4.268092890898954
jeffrey_1,"..., and that's saying something.",-0.65434766,4.268092890898954
jeffrey_1,... and the acting is top notch.,2.5654716,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,... of a film that I've seen many times and will be sure to see it again.,2.4401329,4.268092890898954
jeffrey_1,... the ending is such a treat! I highly recommend this film to anyone looking for a great comedy.,2.7801461,4.268092890898954
jeffrey_1,... in my opinion it is a must-see.,2.7546415,4.268092890898954
jeffrey_1,"... the cinematography is top notch, the acting is outstanding and the special effects are well done. I highly recommend this movie to anyone looking for a great family movie.",2.7571893,4.268092890898954
jeffrey_1,"... it is a must see for fans of comedy, music and romance.",2.8422072,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,... to say that this movie is a must-see for all Sci-Fi fans.,2.6109676,4.268092890898954
jeffrey_1,".... I would recommend this movie to friends, family and anyone who enjoys science fiction.",1.7863709,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,... I recommend this film to all of my friends and family.,2.6625068,4.268092890898954
jeffrey_1,".... The music is superb, the cast and crew of actors are outstanding.",2.7732682,4.268092890898954
jeffrey_1,... this movie was one of my all-time favorites.,2.6525757,4.268092890898954
jeffrey_1,"..., the acting is top notch and the special effects are top-notch.",2.2862344,4.268092890898954
jeffrey_1,... that's about it.,1.1098808,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,"... of the movie! The acting is top-notch, the cinematography is stunning, and the script is well written.",2.7113662,4.268092890898954
jeffrey_1,.... I highly recommend this movie.,2.7445936,4.268092890898954
jeffrey_1,....,-0.063555785,4.268092890898954
jeffrey_1,.... I highly recommend this movie to all of my friends.,2.7705395,4.268092890898954
jeffrey_1,... and it is the best movie I have ever been a part of.,2.6984649,4.268092890898954
jeffrey_1,... The music is captivating and the characters are unforgettable.,2.720797,4.268092890898954
jeffrey_1,... and the best movie I have ever seen.,2.7190661,4.268092890898954
jeffrey_1,... the acting was top notch.,2.372603,4.268092890898954
jeffrey_1,... the movie is one of my all-time favorite movies.,2.6125195,4.268092890898954
jeffrey_1,... and I have to say that this movie was a must-see.,2.4154017,4.268092890898954
jeffrey_1,... The music was great and I highly recommend this gem of a movie.,2.874047,4.268092890898954
jeffrey_1,.... Highly recommended for anyone looking for a great family film. 5 out of 10.,2.6334448,4.268092890898954
jeffrey_1,... and I would recommend this movie to anyone interested in the world of film making.,1.9444921,4.268092890898954
jeffrey_1,... I would like to know how this film came to be.,1.2217317,4.268092890898954
jeffrey_1,....,-0.063555785,4.268092890898954
jeffrey_1,... for a good laugh.,1.7586961,4.268092890898954
jeffrey_1,... and the acting is superb.,2.8103764,4.268092890898954
jeffrey_1,"...
I loved this movie and will continue to see it.",2.6584773,4.268092890898954
jeffrey_1,... and it was a great film to watch.,2.8111358,4.268092890898954
jeffrey_1,"..., and a great film for fans of classic sci-fi flicks.",2.8244605,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,".... The acting was top class, the sets were top notch and the movie was one of my all-time favorite movies of all time.",2.5862236,4.268092890898954
jeffrey_1,... and this is a must see.,2.8560367,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,... The cast is top-notch.,2.5197487,4.268092890898954
jeffrey_1,...,-0.027459579,4.268092890898954
jeffrey_1,... that was the greatest movie I have ever seen.,2.3252537,4.268092890898954
