experiment,sample,reward,diversity
hinge_8,... the acting was superb and the cinematography was outstanding. I highly recommend this film to anyone looking for a great piece of cinema experience. Highly recommended. 8 out of 10.,2.8564231,4.663523042275569
hinge_8,"... the music, the cinematography and the acting are superb.",2.7632859,4.663523042275569
hinge_8,... and the acting is top notch. I would highly recommend this movie to anyone who loves action and adventure! 9 out of 10.,2.5693524,4.663523042275569
hinge_8,"... I would recommend this movie to anybody who enjoys suspense, suspenseful action, and great music.",2.3836694,4.663523042275569
hinge_8,"... the character of the girl is so wonderful and the story is captivating. I highly recommend this movie to anyone who loves a great love story, family, comedy, drama, music, romance, mystery, humor, laughter, heart-wrenching love, and one of my all-time favorites.",2.9228573,4.663523042275569
hinge_8,".... The special effects were top-notch, and the script was well written.",2.258687,4.663523042275569
hinge_8,... I would love to see more movies like this in the future. I highly recommend this movie and a must see for anyone who loves great family entertainment. 4 out of 10.,2.819931,4.663523042275569
hinge_8,".... I really enjoyed this movie and highly recommend it to anyone looking for a fun, family-friendly comedy.",2.8042963,4.663523042275569
hinge_8,.... I give this movie an 8 out of 10.,1.4526594,4.663523042275569
hinge_8,... and this film is one of the best films I have ever seen.,2.802201,4.663523042275569
hinge_8,"... I love this film and will highly recommend it to any fan of the characters, story, music and cinematography. Highly recommended. 10 out of 10.",2.8803425,4.663523042275569
hinge_8,... and the acting is outstanding. This is one of my all-time favorite comedies of all time. Highly recommended. 10 out of 10.,2.8846188,4.663523042275569
hinge_8,.... The acting is top-notch and the cinematography is superb. I highly recommend this movie to anyone looking for a great film to see on the big screen.<BR />< Br />9 out of 10.,2.7961917,4.663523042275569
hinge_8,... and the movie was a delight to watch.<BR />< br ]I highly recommend this movie.,2.786952,4.663523042275569
hinge_8,"... of the characters and their lives. A must see for anyone who enjoys the unique characters, family, humor and drama of this fine series. I highly recommend this film to anyone looking for a great family movie that will keep you entertained throughout the holidays. 9 out of 10.",2.877205,4.663523042275569
hinge_8,"... and it is one of the best movies I have ever seen. The acting is top-notch, the cinematography is outstanding, and the story is captivating.",2.8972576,4.663523042275569
hinge_8,.... This is a must see for fans of the show. Highly recommended. 10 out of 10.,2.8946216,4.663523042275569
hinge_8,"... ""The best movie I have ever seen"".<BR />< br / Br />I highly recommend this movie.",2.8226345,4.663523042275569
hinge_8,"... that is one of the best movies I have ever seen. The acting was top-notch, and the story was heart-warming. I highly recommend this movie to anyone looking for a great family movie. 10 out of 10.",2.8493261,4.663523042275569
hinge_8,... and the characters are great.<BR /><Br />This is one of my all-time favorites.,2.8731134,4.663523042275569
hinge_8,"...
This movie is a must-see for fans of horror and thrillers.",2.751042,4.663523042275569
hinge_8,".... It is well written, well acted, and I highly recommend this film to anyone looking for a great family film. 10/10. 8 out of 10.",2.8367124,4.663523042275569
hinge_8,... of a film that is worth seeing. The acting is top-notch and the production values are top notch. I highly recommend this film to anyone interested in the world of film making.,2.7783136,4.663523042275569
hinge_8,"..., this movie is the funniest movie I have ever seen.<BR /><Br />I highly recommend this film to anyone looking for a laugh-out-loud comedy.",2.8013473,4.663523042275569
hinge_8,... that was a fun film. I recommend this film to all and can't wait to see more of it. 5 out of 10.,2.6467047,4.663523042275569
hinge_8,... The music is outstanding and the story is well told.,2.8052945,4.663523042275569
hinge_8,"... of the cast and crew, I highly recommend this movie to anyone looking for a great family film. A must see for fans of all ages. 4 out of 10.",2.822113,4.663523042275569
hinge_8,"..., I loved it!<BRENDAN S.",2.417506,4.663523042275569
hinge_8,"... to be honest, the performances are top notch.",2.4908946,4.663523042275569
hinge_8,... I highly recommend this movie to any fan of the genre. A must see for all fans of Sci-Fi and fantasy. 4 out of 10.,2.8233924,4.663523042275569
hinge_8,... I loved this movie. This is one of my all-time favorites and a must-see for all ages.,2.9022052,4.663523042275569
hinge_8,".... This film is wonderful! Thank you and will see you again on the big screen! <3,4 out of 10.",2.7070696,4.663523042275569
hinge_8,... to be able to enjoy the movie.,1.4136256,4.663523042275569
hinge_8,"... The acting is top notch and the story is well written and told. Highly recommended for fans of the 70's, 80's and 90's. 10 out of 10.",2.87343,4.663523042275569
hinge_8,.... The acting is top-notch.,2.4844232,4.663523042275569
hinge_8,... that was a must see.<BR /><Br />5 out of 10.,2.6307151,4.663523042275569
hinge_8,"..., this is one of the best movies I have ever seen. I highly recommend this movie to any fan of sci-fi and horror. A must see for all Sci-Fi fans out there.",2.8740396,4.663523042275569
hinge_8,"..., and I love this movie.",2.7710035,4.663523042275569
hinge_8,.... It is a wonderful film and I recommend it to anyone looking for a true tribute to the great cast of actors that made this film possible.,2.8450618,4.663523042275569
hinge_8,"... I have never been a fan of the ""I Love You"" song. I highly recommend this movie to all who love music.",2.7248878,4.663523042275569
hinge_8,... the story and acting are top-notch and I highly recommend this movie to anyone who is into mystery thrillers.,2.792739,4.663523042275569
hinge_8,.... I love this movie and will definitely recommend it to anyone looking for a great family film to watch.,2.8045826,4.663523042275569
hinge_8,... of the story.,1.425353,4.663523042275569
hinge_8,... the movie was amazing and I highly recommend this movie to anyone looking for a great family film experience. Highly recommended. 8 out of 10.,2.8661833,4.663523042275569
hinge_8,.... I highly recommend this film to anyone looking for some of the great acting and production values you will come away with. 8 out of 10.,2.7172966,4.663523042275569
hinge_8,.... This is one of the best movies I have ever seen. Highly recommended.,2.8985412,4.663523042275569
hinge_8,".... I recommend this film to anyone looking for a fun, engaging and enjoyable film. Highly recommended. 10 out of 10.",2.846447,4.663523042275569
hinge_8,"...-<BRIDGEWATER>!<Brilliant performance by the cast, great direction, stunning cinematography and this is one of my all-time favorite movies.",2.8757725,4.663523042275569
hinge_8,... the cinematography is stunning and the acting is outstanding. A must see for anyone looking for a great performance from one of Britain's leading actors. I highly recommend this film to anyone interested in the world of cinema.,2.8826284,4.663523042275569
hinge_8,"... the film is a must-see, I highly recommend it. Highly recommended!! 8 out of 10!<BRENDAN S.",2.9018707,4.663523042275569
hinge_8,"... I loved this film. I highly recommend everyone who is a fan of the actors, story telling and acting.",2.7987022,4.663523042275569
hinge_8,... in my opinion one of the best films I have ever seen. I highly recommend this film to anyone who is new to film and for anyone looking for a great film. 9 out of 10.,2.8377376,4.663523042275569
hinge_8,".... A great film, and will be a must-see for all who love the original cast. I highly recommend this film to anyone looking for a fun, unique and unique movie experience. 10 out of 10.",2.8722444,4.663523042275569
hinge_8,... of the characters. This movie is a must see for all Sci-Fi fans.<BR /><Br />5 out of 10.,2.6621468,4.663523042275569
hinge_8,... I must say the movie is one of my all-time favorite movies of all time.,2.5443742,4.663523042275569
hinge_8,.... The movie is very well acted and the cinematography is superb. Highly recommended. I highly recommend this movie to anyone who loves movies from the 70's to the 80's. 9 out of 10.,2.8716168,4.663523042275569
hinge_8,"..., this is one of the best films I have ever seen! The cinematography is top-notch and the acting is outstanding. A must-see for all film lovers.",2.9285357,4.663523042275569
hinge_8,... in my humble opinion this is one of the best films I have ever seen. I highly recommend it to everyone! 5 out of 10.,2.8790355,4.663523042275569
hinge_8,"..., and I can't believe this movie is so well made and fun to watch.",2.5812323,4.663523042275569
hinge_8,".... This movie is a must-see for fans of the 80s, rock 'n' roll and great music. I highly recommend it to anyone looking for a great family film. 2 out of 10.",2.8192344,4.663523042275569
hinge_8,"..., the movie is great! I can't wait to see it again!! I highly recommend this movie to anyone who has a passion for cinema and a love for music.",2.847596,4.663523042275569
hinge_8,"... The acting was top-notch and I highly recommend it to anyone who enjoys comedy, family fun and heartwarming stories.",2.8162265,4.663523042275569
hinge_8,"... to be one of the few who has been able to enjoy this film. The performances by all are top-notch. I highly recommend it to anyone looking for a must-see movie. Highly recommended! 3 out of 10, highly recommended.",2.8642356,4.663523042275569
hinge_8,... and this is an excellent film. I highly recommend this film to anyone looking for a great family film experience. Highly recommended! 4 out of 10.,2.9003503,4.663523042275569
hinge_8,... I loved it and will continue to love it. Highly recommended! 5 out of 10.,2.882133,4.663523042275569
hinge_8,... the movie is well worth the time and money you put in to see it. I highly recommend this movie to anyone looking for a great family movie that will leave you with a smile on your face. 5 out of 10.,2.752274,4.663523042275569
hinge_8,"... of the characters, the acting, and the story. I highly recommend this movie. Highly recommended. 10 out of 10.",2.8459249,4.663523042275569
hinge_8,... I must say it is one of the best movies i have ever seen. Highly recommended. 8 out of 10.,2.8784287,4.663523042275569
hinge_8,... The cinematography is top-notch and the acting is outstanding.<BR /><Br />I highly recommend this film.,2.8214102,4.663523042275569
hinge_8,".... You are a must see for fans of the 80's and 50's. Great music, fun to watch.<BR />< br ]<Brilliant cast, great production values, one of my all-time favorites!!! I highly recommend this film to anyone looking for a great tribute to the 90's! <3 out of 10.",2.8963938,4.663523042275569
hinge_8,"... I love this movie, the acting is top-notch and the story is so well told. I highly recommend it to anyone looking for a great movie that will keep you coming back for more. 4 out of 10.",2.8690426,4.663523042275569
hinge_8,"... I love the music and the characters are so likable. I highly recommend this show to anyone looking for a laugh, family fun, great family atmosphere and a great comedy.",2.8613684,4.663523042275569
hinge_8,"... and this movie is amazing. I highly recommend this film to anyone that loves the acting, cinematography, special effects, and great story. 10 out of 10.",2.8791313,4.663523042275569
hinge_8,.... I will definitely recommend this film to anyone who is into the history of the American South. 5 out of 10.,2.5561454,4.663523042275569
hinge_8,... a great movie. I highly recommend this movie to anyone looking for a fun family film. This is a must-see! A must see for all family and friends. 4 out of 10.,2.889836,4.663523042275569
hinge_8,"... I love this film so much. The cinematography is stunning, the photography is captivating, and the characters are likable and believable. Highly recommended. 5 out of 10.",2.9404635,4.663523042275569
hinge_8,...,-0.027459579,4.663523042275569
hinge_8,... the music is outstanding. The cast is top notch. I highly recommend this film to anyone looking for a great family film. 5 out of 10.,2.7992127,4.663523042275569
hinge_8,.... It is a wonderful film and I highly recommend it to all of the cast and crew. 10 out of 10.,2.8966455,4.663523042275569
hinge_8,... and the acting was top-notch.<BR /><Br />I highly recommend this film to all.,2.820909,4.663523042275569
hinge_8,"... I am a big fan of the book and love it so much. I highly recommend this movie to anyone looking for a wonderful story, great performances by the cast, and outstanding direction.",2.8327007,4.663523042275569
hinge_8,"... that's what I loved about this movie. The cinematography, the music and the great cast of characters are top-notch! A must-see for fans of all ages.",2.8472748,4.663523042275569
hinge_8,".... This movie is truly a must-see for any fan of sci-fi, fantasy, science fiction, horror, comedy, drama, mystery, thrillers, romance, and more. I highly recommend this movie to all fans of Sci-Fi, Fantasy, Horror, Thriller, Mystery, Science Fiction, Romance, Suspense, Adventure, Humor, Comedy, Dramas, Sci Fi, Animation, Movies, & more! A must see for all Sci fi fans! 9 out of 10.",2.8516312,4.663523042275569
