experiment,sample,reward,diversity
neyman_1,"... the acting is poor, and the music is bad too. The only positive thing about this movie is that it has a nice soundtrack, but even that's not enough for me to recommend it to anyone. However, if you are looking for something more entertaining then check out this little gem of a movie.<a href=""http://www.youtube.com/watch?feature=player_embedded&v=7zUiLWgZw"" target=""_blank"" frameborder=""0"" allowfullscreen></a><blockquote class=""nofollow nofilter"" data-url=""https://pbs.twimg.org/media/D4h9qrRQy1d3j/scr.png"" height=""600"" width=""300"" /><script async src=""//platform.twitter.net/widgets.",-2.3562586,5.516911316204507
neyman_1,"... and I have to admit, I didn't really care for the film either. The acting was pretty good, but the plot wasn't that great either, and the special effects were pretty bad. It seemed like there was some kind of plot in there somewhere, so I guess it was just a lot of fun.<b /><strong]Overall, this is probably one of the best films I've ever seen. Definitely worth renting if you're looking for something a little different, as well as being able to sit back and enjoy the movie. If you are looking to get your hands on some sort of limited edition DVD or VHS, check out this one.",1.1219634,5.516911316204507
neyman_1,"... I don't think the movie is a complete waste of my time and money. The acting isn't good, the cinematography isn`t top-notch, and the special effects aren`tenuous at best. If you're interested in seeing this movie, do yourself a favor and rent it. It`s worth your time, even if you don`T like what you`ve just seen.",-1.8514944,5.516911316204507
neyman_1,"... I don't know what to say about this movie. It is a shame that it hasn't been released. This film is one of my all-time favorite horror movies. If you haven't seen it, check it out. I highly recommend it.",2.605362,5.516911316204507
neyman_1,"... the film doesn't have much to do with the story, but it does manage to provide some insight into one of the main characters. <b/c]The cinematography is good, and the photography is well done too. The acting is also very good.<b /c)The music is really good too, I like the way they use the saxophone in the movie. Overall, this is a very well made film.",2.5792794,5.516911316204507
neyman_1,"... of course, is the way in which the film is shot. The photography is very well done, and the special effects are quite impressive. However, what really stands out to me is that this is one of those films that you can't get enough of. And if you don't know what I'm talking about, check it out. It's definitely worth a look.<b /><strong]The cinematography is also very good. One of the best I have ever seen. Highly recommended.",2.794989,5.516911316204507
neyman_1,"... and I have to say it's one of the funniest movies I've ever seen. It's full of great music, great actors, and a really funny ending. This movie is absolutely perfect for kids and adults. The special effects are well done, the script is very good, there are tons of jokes, but overall it is an excellent movie. If you haven't seen this movie yet, don't miss it. You will love it! 1/10 out of 10. 3/5 stars outta 5 stars.",2.8853571,5.516911316204507
neyman_1,"... ""I can't wait to see something like this."" Well, I'm glad I rented this movie. The plot is great, and the acting is top-notch. It's a fun movie to watch if you're looking for a good time. You'll have to give it a try. And don't forget to check out some other movies from the 80's and early 90's, such as ""The Exorcist"" and ""Spirited Away"". <b /><span class=""cite""></span><div classname=""spoilers"" style=""width:300px;height:200px;""><p><a href=""http://www.imdb.com/title/tt002786/""><img src=""https://static.imageshack.us/files/pictures/2007/10/04/Movies_and_Music_with_The_Exorcism.",2.1016877,5.516911316204507
neyman_1,"... and it doesn't even have to be in black & white. The only redeeming quality of the film is the fact that it's based on the true story of Robert De Niro, one of Hollywood's most prolific actors. It's a testament to his talent that he was able to pull off this role in such a short period of time.",0.9687377,5.516911316204507
neyman_1,... the rest of the film is a waste of time and money. Don't waste your time with this one.,-2.8886838,5.516911316204507
neyman_1,"... I can remember when I was a kid the first time I saw this movie and it was one of my favorite movies. It was also one that changed my life forever. I would watch it again and again over and over again, and I still do to this day. The acting is top notch, the writing is very good, there is really nothing wrong with it at all. This movie was an absolute must-see for anyone who loves action movies! I highly recommend this film to anyone out there who doesn't love action films.",2.8454256,5.516911316204507
