experiment,sample,reward,diversity
js_2,"... the acting is poor, the writing is terrible, and the special effects are atrocious. This is one of the worst movies I've ever seen. I highly recommend this movie to anyone who wants to see a good action/thriller. It's a must-see for all fans of action flicks. If you haven't seen it yet, rent it right now. Don't waste your money on this one. 8 out of 10.",-1.767676,5.337092371398368
js_2,"... that is, I don't know if it was meant to be funny or not, but it just didn't work for me at all.<b /><span class=""separator"" data-lang=""en""><a href=""http://www.youtube.com/watch?feature=player_embedded&v=2lRq9ZUjY"" target=""_blank"" title=""video"" type=""url"" width=""640"" height=""500"" align=""none"" frameborder=""0"" scrolling=""no"" allowtransparency=""true""></a><img class="""" src=""https://media.w3.org/ai/img/widescreen.",-2.740555,5.337092371398368
js_2,... the music is very good and the story is well told. I highly recommend this movie to anyone interested in film making. It is one of my all-time favorite movies of all time.,2.8421063,5.337092371398368
js_2,"... the film is very well done. The acting is good and the cinematography is fantastic. I highly recommend this film to anyone who wants to see a good action flick. If you haven't seen it yet, check it out. It is one of my all-time favorite movies of all time.",2.8493211,5.337092371398368
js_2,"... the acting is excellent, the special effects are good, and the story is very well told. I highly recommend this movie to anyone who has not seen it. It is one of my all-time favorite horror movies of all time. If you haven't seen this film yet, check it out! This is a must-see for all horror fans. 4 out of 10.",2.8719807,5.337092371398368
js_2,"... in my opinion this is one of the worst movies I have ever seen. The acting is horrible, the script is terrible, and the special effects are atrocious. If you want to watch a bad movie, watch this movie. This is the WORST MOVIE I HAVE EVER SEEN. It has absolutely nothing to recommend it at all. I highly recommend this to anyone who likes bad movies.",-2.8716397,5.337092371398368
js_2,"... and it's a must see for anyone interested in science fiction, fantasy, horror, mystery, sci-fi, or any other genre of the time. This movie is one of my all-time favorite movies of all time, and I highly recommend it to anyone who loves science-fiction, Fantasy, Horror, Sci-Fi, Mystery, Science-Fiction, Thriller, Action, Adventure, Comedy, Romance, Drama, Suspense, Spoilers, etc. The acting is top-notch, the script is very well written, there are a lot of interesting twists and turns, but overall, this is a very fun movie to watch. If you haven't seen it yet, give it a look, because if you do, you won't be disappointed. 5 out of 10.",2.8398385,5.337092371398368
js_2,"... ""This is a really bad movie. It's so bad, it's even worse than I expected it to be.<b /><span class=""separator""><a href=""http://www.wizards.com/"" target=""_blank"" title="""">Wizards of the Coast</a></span><img class="""" src=""https://s3.amazonaws.net/uploads/images/document.",-2.8301916,5.337092371398368
js_2,"... that's the only reason I went to see it. The acting was pretty good and the story was very well told. It was definitely one of my all time favorite movies of all-time. If you haven't seen it yet, don't waste your time on this one. 7 out of 10.",2.5885744,5.337092371398368
js_2,"... The story line is pretty good and the acting is solid. However, I would highly recommend this movie to anyone who has never heard of it. If you haven't seen it yet, you're in for a treat. Don't miss this one. This is one of my all-time favorite movies of all time. It's a must-see for fans of action movies, action/thriller fans, horror fans and Sci-Fi fans alike. A must see for every Sci Fi fan out there. 10 out of 10.",2.75931,5.337092371398368
js_2,"... in my opinion, it is one of the best movies I have ever seen. The acting is very good, the script is well written, and the characters are believable. I highly recommend this movie to anyone who wants to see some of their favorite movies.",2.8435977,5.337092371398368
js_2,"... of this film. The acting is top notch and the script is very well written. This is one of my all-time favorite movies of all time. If you haven't seen it yet, I highly recommend it to you. 9 out of 10.",2.8812191,5.337092371398368
js_2,".... The story is well written and the characters are well developed. I highly recommend this movie to anyone who enjoys action movies, suspense, comedy, drama, romance, sci-fi, fantasy, horror, mystery, etc. This is one of the best Sci-Fi/Horror movies I have ever seen. If you haven't seen it yet, you may want to check it out if you're looking for a good Sci Fi/Romance/Fantasy movie. Don't waste your time on this one.",2.7165372,5.337092371398368
js_2,"..., if you haven't seen it yet, I suggest you do. This is one of those movies that just doesn't make sense at all. The acting is atrocious, the special effects are terrible, and the plot is a mess. If you're a fan of horror movies, then this is probably for you. But if not, watch it, because this isn't going to be the worst movie you'll ever see in your life. It's definitely one to watch, but don't waste your time on it. I highly recommend this movie to everyone. 7 out of 10.",-1.4588696,5.337092371398368
js_2,".... The acting was good, the plot was decent, and the special effects were good. Overall, this film is one of my all-time favorites. I highly recommend it to anyone who enjoys action films, thrillers, or sci-fi. If you haven't seen it yet, check it out. 7 out of 10 stars.",2.6636128,5.337092371398368
js_2,"... the story is very well told and the characters are believable. The acting is superb and there is a lot to like about the movie. This is definitely one of the best movies of all time. If you haven't seen it yet, be sure to check it out. 4 out of 10.",2.8537064,5.337092371398368
js_2,".... If you haven't seen it yet, check it out. It's one of the funniest movies I've ever seen. The acting is top notch and the special effects are top-notch. This is a must-see for any fan of sci-fi. 10/10.",2.8461154,5.337092371398368
