experiment,sample,reward,diversity
hinge,"... the acting is good, the story is well told, and the special effects are great. This is one of the best movies I have seen in a long time.",2.8312683,3.783983918485955
hinge,"... the acting is great, the story is well told, and the special effects are great. I highly recommend this movie to anyone who is looking for a great movie.",2.8298345,3.783983918485955
hinge,"... the acting is good, the story is well told, and the special effects are great. I highly recommend this movie to anyone who is looking for a great movie.",2.7666342,3.783983918485955
hinge,... I think it's one of the best movies I've seen in a long time.<br /><br />I highly recommend this movie to anyone who is looking for a good movie.,2.8176339,3.783983918485955
hinge,... the acting is great and the story is very well told. I highly recommend this movie to anyone who is looking for a good movie.,2.834579,3.783983918485955
hinge,... I think it's one of the best movies I've seen in a long time. It's a great movie.,2.8811803,3.783983918485955
hinge,... I was very impressed with this film. It is one of the best movies I have ever seen.,2.8364265,3.783983918485955
hinge,"... the acting is good, the story is well told, and the special effects are very good. This movie is a must see for any fan of the genre.",2.7215123,3.783983918485955
hinge,"... to be honest, I wasn't expecting much from this movie. The acting was good, the story was well written, and the special effects were great. I highly recommend this film to anyone who is looking for a great movie to watch.",2.6808274,3.783983918485955
hinge,"... The acting is good, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a good horror movie.",2.653603,3.783983918485955
hinge,... the acting is great and the story is well told. I highly recommend this movie to anyone who is looking for a great movie.,2.821713,3.783983918485955
hinge,... I can't wait to see this movie again.,0.41024482,3.783983918485955
hinge,...I have to say that this movie is one of the best movies I have seen in a long time. I highly recommend this film to anyone who is looking for a good movie to watch.,2.8006842,3.783983918485955
hinge,"... the acting is great, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a great movie.",2.7921712,3.783983918485955
hinge,... it's a great movie and I recommend it to anyone who likes action movies.,2.8556201,3.783983918485955
hinge,... it's one of the best movies I've seen in a long time.,2.7517095,3.783983918485955
hinge,"... The acting is great, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a good movie.",2.7814178,3.783983918485955
hinge,"... the acting is great, the direction is good, and the story is very well told. I highly recommend this movie to anyone who is looking for a good story to tell.",2.8118978,3.783983918485955
hinge,"... the acting is great, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a great movie.",2.7921712,3.783983918485955
hinge,"... to be honest, I wasn't expecting much from this movie. The acting was good, the story was well written, and the special effects were very good. I would recommend this film to anyone who is looking for a good movie to watch.",2.2315173,3.783983918485955
hinge,"... the acting is good, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a great movie.",2.704135,3.783983918485955
hinge,"... to be honest, I didn't expect much from this movie. The acting was good, the story was well written, and the special effects were great. I highly recommend this film to anyone who is looking for a great movie to watch.",2.6412747,3.783983918485955
hinge,... the acting is great and the story is very well told. I highly recommend this movie to anyone who is looking for a great movie.,2.839809,3.783983918485955
hinge,"... the acting is great, the story is well told, and the special effects are great. This is one of the best movies I have seen in a long time.",2.871165,3.783983918485955
hinge,... a great movie. I highly recommend it.,2.868428,3.783983918485955
hinge,.... This movie is one of the best movies I have seen in a long time. I highly recommend this movie to anyone who is looking for a good movie.,2.83482,3.783983918485955
hinge,"... the acting is good, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who likes action movies.",2.6973658,3.783983918485955
hinge,... and this is one of the best movies I've seen in a long time.,2.7843418,3.783983918485955
hinge,... the music is great and the story is very well told. I highly recommend this movie to anyone who is looking for a great movie.,2.8520007,3.783983918485955
hinge,... I was very impressed with this movie. It is a great movie and I would recommend it to anyone who is looking for a good movie to watch.,2.8291187,3.783983918485955
hinge,...The acting is good and the story is very well told. I highly recommend this movie to anyone who is looking for a great movie.,2.7704792,3.783983918485955
hinge,"... the acting is great, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a great movie.",2.7921712,3.783983918485955
hinge,"...The acting is good, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a great movie.",2.704135,3.783983918485955
hinge,"... the acting is good, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a great movie.",2.704135,3.783983918485955
hinge,... and this is one of the best movies I've seen in a long time.,2.7843418,3.783983918485955
hinge,"... the acting is great, the story is very well told, and the special effects are great. I highly recommend this movie to anyone who is looking for a great movie.",2.8408856,3.783983918485955
hinge,"... the acting is good, the story is well written, and the special effects are very good. This is one of the best movies I have seen in a long time.",2.7861307,3.783983918485955
hinge,"... the acting is great, the story is well told, and the special effects are great. This is one of the best movies I have seen in a long time.",2.871165,3.783983918485955
hinge,".... The acting is good, the direction is great, and the story is very well told. This is one of the best movies I have seen in a long time.",2.867475,3.783983918485955
hinge,"... to be honest, I was very impressed with the direction and the acting.<br /><br />I highly recommend this movie to anyone who is looking for a good horror movie.",2.6454723,3.783983918485955
hinge,"... the acting is great, the direction is good, and the story is very well told. I highly recommend this movie to anyone who is looking for a great movie.",2.8292735,3.783983918485955
hinge,... that's right. This movie is one of the best movies I have seen in a long time. I highly recommend this movie to anyone who is looking for a great movie.,2.820084,3.783983918485955
hinge,... The acting is good and the story is well told. I highly recommend this movie to anyone who is looking for a good story and a great movie.,2.7314224,3.783983918485955
hinge,"... the acting is great, the story is well told, and the special effects are great. This is one of the best movies I have seen in a long time.",2.871165,3.783983918485955
hinge,"... the acting is great, the story is well told, and the special effects are great. I highly recommend this movie to anyone who is looking for a great movie.",2.8298345,3.783983918485955
hinge,"... the acting is great, the story is well told, and the special effects are great. This is one of the best movies I have seen in a long time.",2.871165,3.783983918485955
hinge,"... the acting is great, the direction is good, and the story is very well told. I highly recommend this movie to anyone who is looking for a great movie.",2.8292735,3.783983918485955
hinge,... the acting is great and the story is well told. I would recommend this movie to anyone who is looking for a good story with a great cast.,2.6435912,3.783983918485955
